Time (s),ADC Value
4.76837158203125e-07,220
0.2882518768310547,219
0.4260368347167969,218
0.5439560413360596,218
0.6458883285522461,218
0.7549223899841309,213
0.857473611831665,219
0.9575977325439453,216
1.0550634860992432,215
1.1571743488311768,215
1.25840163230896,214
1.3487756252288818,213
1.4386529922485352,212
1.5339198112487793,216
1.627859115600586,206
1.7194771766662598,212
1.815464973449707,212
1.915299892425537,213
2.007371187210083,214
2.1035168170928955,213
2.1989455223083496,213
2.293900489807129,211
2.3920743465423584,211
2.486826181411743,210
2.580439805984497,213
2.67893123626709,211
2.773383378982544,209
2.8685638904571533,212
2.9678432941436768,208
3.0643062591552734,206
3.1622092723846436,213
3.261641263961792,207
3.360570192337036,208
3.4557220935821533,207
3.555910348892212,207
3.6483263969421387,207
3.736720561981201,206
3.832376480102539,206
3.9247045516967773,205
4.011525630950928,206
4.103130102157593,207
4.194775819778442,208
4.288240671157837,207
4.382503986358643,208
4.4734556674957275,204
4.564030408859253,208
4.658610582351685,205
4.748584985733032,203
4.838760614395142,205
4.951605558395386,204
5.0684850215911865,207
5.1888604164123535,202
5.29923677444458,203
5.389201641082764,205
5.485040664672852,203
5.580211639404297,200
5.678422689437866,201
5.779148817062378,204
5.8742101192474365,202
5.96537184715271,201
6.061399459838867,200
6.1600658893585205,200
6.255914926528931,200
6.355193614959717,200
6.449544429779053,201
6.544160842895508,201
6.642508506774902,199
6.737107276916504,202
6.8334643840789795,200
6.932256460189819,199
7.025111436843872,201
7.122130393981934,202
7.219414949417114,201
7.315090656280518,204
7.412836790084839,202
7.521641969680786,201
7.622577667236328,198
7.7195024490356445,200
7.8195579051971436,199
7.914764642715454,201
8.01548981666565,200
8.10195016860962,200
8.190783023834229,199
8.278831243515015,196
8.368592977523804,199
8.455294609069824,201
8.543191194534302,199
8.63542890548706,199
8.727186441421509,199
8.819880723953247,201
8.911617517471313,201
9.003596067428589,199
9.099653959274292,200
9.191733360290527,201
9.282946825027466,200
9.377727746963501,198
9.468046426773071,200
9.562386512756348,200
9.654237031936646,202
9.745742797851562,199
9.837956666946411,199
9.934171199798584,199
10.025710344314575,198
10.11335825920105,196
10.21036148071289,196
10.300013780593872,196
10.391419887542725,193
10.488760948181152,193
10.582197189331055,196
10.701014518737793,194
10.82408094406128,194
10.93608045578003,188
11.057990074157715,188
11.179227828979492,193
11.299510478973389,192
11.420652866363525,192
11.537959575653076,192
11.657520055770874,193
11.77428936958313,193
11.895600318908691,195
12.016692638397217,193
12.13373851776123,200
12.252766609191895,193
12.371127128601074,202
12.488471746444702,195
12.612015008926392,195
12.731408834457397,195
12.850961923599243,197
12.968400478363037,198
13.085134983062744,199
13.209120988845825,196
13.328074932098389,195
13.445757627487183,195
13.571522951126099,197
13.68764591217041,199
13.80705738067627,195
13.926111698150635,193
14.04289722442627,195
14.15790581703186,194
14.282524585723877,196
14.399326801300049,194
14.517676830291748,196
14.63545298576355,194
14.761658430099487,195
14.882190227508545,196
15.010232210159302,193
15.182212829589844,194
15.32572078704834,193
15.497571229934692,193
15.736464738845825,195
16.94356894493103,193
17.03422260284424,192
17.130403757095337,190
17.227545261383057,190
17.31864905357361,191
17.411783695220947,191
17.51111674308777,190
17.618030309677124,194
17.733846426010132,194
17.840468645095825,192
17.937860012054443,191
18.031761407852173,193
18.12370991706848,194
18.21863842010498,194
18.310078382492065,196
18.398303270339966,193
18.49075722694397,194
18.577075719833374,194
18.66713833808899,193
18.771941423416138,195
18.86180090904236,193
18.95289158821106,194
19.050472736358643,191
19.142499685287476,191
19.234105110168457,191
19.325294017791748,191
19.416042804718018,189
19.506940841674805,192
19.601046085357666,189
19.690312385559082,189
19.783461809158325,186
19.879281044006348,186
19.970030307769775,183
20.060359477996826,186
20.1532781124115,186
20.24534559249878,185
20.362486362457275,185
20.46088671684265,184
20.549344539642334,187
20.63933539390564,185
20.733211040496826,186
20.825758934020996,185
20.917675495147705,185
21.009477376937866,185
21.101964712142944,185
21.19828224182129,188
21.297850131988525,186
21.385807514190674,187
21.48013138771057,189
21.57224702835083,184
21.664275884628296,184
21.758426189422607,184
21.849323987960815,185
21.941116094589233,185
22.036486864089966,186
22.143749713897705,186
22.269029140472412,185
22.382659912109375,185
22.502008199691772,186
22.625982761383057,188
22.744679927825928,188
22.86520266532898,189
22.983999013900757,186
23.098167657852173,185
23.222352266311646,184
23.34213352203369,188
23.459025621414185,188
23.57796835899353,186
23.703259229660034,186
23.82077932357788,185
23.940154790878296,186
24.05602765083313,187
24.176340103149414,187
24.292958736419678,186
24.414100408554077,186
24.53178882598877,186
24.669572114944458,185
24.768008708953857,185
24.888646364212036,185
25.006917476654053,185
25.133669137954712,186
25.249207735061646,187
25.36849308013916,185
25.48856782913208,186
25.613828659057617,186
25.726824045181274,187
25.850463151931763,189
25.963124752044678,186
26.08633852005005,187
26.20227837562561,185
26.322530031204224,194
26.442214965820312,188
26.561373710632324,187
26.678622484207153,188
26.798435926437378,183
26.91416335105896,186
27.041635990142822,186
27.15468978881836,187
27.275224924087524,186
27.39407444000244,187
27.513736486434937,187
27.633262395858765,186
27.753440856933594,187
27.880751132965088,188
27.99970030784607,189
28.12346386909485,186
28.23102045059204,187
28.347283124923706,188
28.469575881958008,188
28.582902193069458,187
28.7048077583313,188
28.82411527633667,190
28.94513177871704,188
29.064489126205444,188
29.18417000770569,186
29.302372694015503,187
29.420721292495728,186
29.540297508239746,188
29.661139249801636,188
29.78041362762451,189
29.89858841896057,187
30.020373582839966,186
30.136375904083252,183
30.252509832382202,185
30.374534845352173,186
30.49184775352478,188
30.615146160125732,187
30.732261180877686,185
30.85677981376648,185
30.969159603118896,186
31.090577363967896,188
31.210732221603394,186
31.33510708808899,189
31.448046922683716,188
31.567387342453003,189
