Time (s),ADC Value
9.5367431640625e-07,941
0.0601048469543457,941
0.06817293167114258,939
0.07536888122558594,938
0.08246588706970215,942
0.08956694602966309,939
0.09669184684753418,940
0.10374903678894043,941
0.11083483695983887,939
0.11797904968261719,940
0.1252589225769043,941
0.13237905502319336,941
0.1394181251525879,942
0.1465129852294922,936
0.1536271572113037,941
0.16073203086853027,940
0.16785979270935059,943
0.17496585845947266,940
0.18207716941833496,941
0.1890580654144287,950
0.196397066116333,941
0.31297802925109863,949
0.4381868839263916,945
0.5579829216003418,941
0.6859340667724609,941
0.8024020195007324,941
0.9225561618804932,933
1.0431511402130127,942
1.1605300903320312,941
1.2832770347595215,942
1.399003028869629,942
1.5172629356384277,944
1.6365878582000732,939
1.7574660778045654,942
1.8768439292907715,940
1.9968650341033936,933
2.113469123840332,942
2.2325780391693115,942
2.353663921356201,936
2.4728071689605713,943
2.5892319679260254,942
2.714609146118164,943
2.8289430141448975,942
2.9516279697418213,941
3.0669469833374023,932
3.190683126449585,939
3.3092551231384277,941
3.4273788928985596,938
3.5412111282348633,953
3.663309097290039,929
3.782521963119507,941
3.900581121444702,943
4.021965026855469,929
4.139312982559204,942
4.257848024368286,941
4.379218101501465,945
4.49790620803833,942
4.614559888839722,943
4.735717058181763,940
4.853362798690796,941
4.977844953536987,946
5.094677925109863,935
5.214487075805664,941
5.331556081771851,940
5.453176975250244,938
5.56969690322876,936
5.691174030303955,941
5.808717966079712,946
5.925359010696411,943
6.049731969833374,941
6.168088912963867,940
6.28885293006897,955
6.406809091567993,941
6.523636817932129,945
6.6462790966033936,940
6.765714168548584,941
6.881917953491211,941
7.002815008163452,943
7.119475841522217,954
7.240319013595581,942
7.361828088760376,939
7.478615999221802,939
7.600828170776367,941
7.719127893447876,935
7.839463949203491,932
7.957005023956299,941
8.072795152664185,946
8.193144083023071,932
8.313355922698975,941
8.432784080505371,941
8.551522970199585,936
8.673423051834106,942
8.788819789886475,941
8.910398960113525,940
9.029214859008789,950
9.14687204360962,941
9.265743017196655,936
9.388272047042847,936
9.50709080696106,941
9.622759103775024,938
9.745110988616943,939
9.864019870758057,942
9.983793020248413,942
