Time (s),ADC Value
4.76837158203125e-07,385
0.2683596611022949,375
0.36521124839782715,376
0.4598419666290283,375
0.5622200965881348,371
0.6594316959381104,370
0.7597980499267578,376
0.8669803142547607,372
0.9767565727233887,372
1.0768487453460693,367
1.1760575771331787,366
1.2870261669158936,366
1.3801710605621338,365
1.469409704208374,370
1.5658421516418457,365
1.6623761653900146,370
1.7544426918029785,367
1.851181983947754,372
1.9432997703552246,372
2.041355848312378,367
2.1410396099090576,360
2.236877918243408,367
2.3385133743286133,364
2.435645818710327,359
2.533331871032715,359
2.629315137863159,366
2.7299320697784424,364
2.8247203826904297,366
2.923741579055786,359
3.0216572284698486,361
3.1175031661987305,362
3.2160675525665283,361
3.3217668533325195,362
3.4217371940612793,354
3.520940065383911,367
3.613377809524536,367
3.7030999660491943,369
3.7971224784851074,367
3.887157440185547,367
3.973965883255005,368
4.067310094833374,368
4.160617113113403,369
4.257200241088867,361
4.353137969970703,359
4.453579664230347,363
4.544157028198242,365
4.636902332305908,367
4.730072498321533,362
4.823090076446533,362
4.9180748462677,359
5.013328313827515,360
5.105194330215454,363
5.206235408782959,367
5.298885107040405,354
5.388355493545532,354
5.4843223094940186,354
5.575498342514038,354
5.671785354614258,356
5.776660680770874,356
5.870581388473511,356
5.96271276473999,354
6.05987811088562,358
6.154908895492554,352
6.249089241027832,350
6.3463358879089355,354
6.439989805221558,359
6.533983945846558,361
6.631371021270752,363
6.728199481964111,359
6.8271613121032715,361
6.931767702102661,366
7.029440402984619,362
7.130533933639526,356
7.231707334518433,359
7.325275897979736,359
7.417643308639526,364
7.519787311553955,363
7.615534543991089,361
7.7107744216918945,364
7.81202244758606,365
7.907829999923706,369
8.003843069076538,365
8.093130350112915,364
8.182834386825562,374
8.271416425704956,369
8.3682382106781,375
8.460806846618652,380
8.548873662948608,384
8.641726016998291,381
8.727076768875122,389
8.816932916641235,388
8.907008409500122,387
8.99471664428711,394
9.083127737045288,387
9.186899900436401,384
9.275830745697021,381
9.365605115890503,390
9.464825630187988,387
9.555408239364624,385
9.653929710388184,389
9.753735542297363,388
9.846011400222778,390
9.939539909362793,380
10.033562183380127,378
10.121359586715698,383
10.225800037384033,383
10.34735369682312,381
10.4657301902771,386
10.583483934402466,383
10.700319290161133,389
10.819177389144897,386
10.944009065628052,389
11.067974328994751,392
11.18688440322876,390
11.300692796707153,391
11.423030853271484,387
11.542251586914062,385
11.660731315612793,375
11.777709722518921,391
11.918047428131104,389
12.015413284301758,388
12.140874862670898,393
12.250055313110352,388
12.378860235214233,386
12.493092775344849,388
12.618919134140015,390
12.72795557975769,385
12.848694324493408,387
12.969969034194946,381
13.09072995185852,388
13.208322048187256,385
13.329007387161255,390
13.44979214668274,391
13.570319652557373,389
13.686460256576538,383
13.807801485061646,386
13.924044132232666,392
14.05276107788086,396
14.165428876876831,388
14.28391695022583,393
14.400483131408691,384
14.530195713043213,383
14.638750076293945,390
14.765197038650513,386
14.874422073364258,386
15.00929856300354,389
15.116592407226562,391
15.246319770812988,388
15.387583494186401,391
15.550160646438599,389
15.663191556930542,386
15.768029689788818,380
15.890910625457764,400
15.9937162399292,382
16.08656144142151,374
16.18861961364746,384
16.31131863594055,386
16.426997184753418,386
16.550639867782593,389
16.669976472854614,389
16.78673481941223,382
16.901569604873657,382
17.02456545829773,383
17.146400928497314,384
17.263880491256714,383
17.393784999847412,388
17.508472204208374,382
17.630964756011963,386
17.73900580406189,379
17.857737064361572,380
17.98106622695923,386
18.102405548095703,386
18.21282386779785,382
18.333671808242798,382
18.45723056793213,387
18.57478618621826,382
18.692776203155518,386
18.812029600143433,389
18.92886519432068,382
19.0524799823761,384
19.1751127243042,384
19.33271026611328,380
19.426527976989746,384
19.5313937664032,389
19.64927625656128,388
19.77068519592285,384
19.886810541152954,385
20.01241445541382,383
