Time (s),ADC Value
1.1920928955078125e-06,947
0.06933927536010742,947
0.07818317413330078,947
0.08540916442871094,947
0.0929422378540039,948
0.10015416145324707,949
0.1072840690612793,948
0.11436223983764648,948
0.12143802642822266,948
0.12853026390075684,947
0.13557910919189453,947
0.14263701438903809,947
0.14967608451843262,948
0.1566610336303711,948
0.1636950969696045,948
0.17062616348266602,948
0.1775963306427002,948
0.18457698822021484,948
0.19154715538024902,948
0.19851112365722656,948
0.24074912071228027,948
0.3643221855163574,948
0.48352622985839844,948
0.6155550479888916,948
0.7353112697601318,948
0.8537840843200684,947
0.9749491214752197,948
1.0953950881958008,948
1.2109150886535645,948
1.3318791389465332,948
1.4471533298492432,948
1.5661890506744385,948
1.6852121353149414,948
1.8076751232147217,948
1.9261791706085205,947
2.042095184326172,948
2.1652040481567383,948
2.2830379009246826,948
2.4013640880584717,948
2.522620916366577,947
2.642172336578369,948
2.7596051692962646,948
2.8824310302734375,948
2.9961233139038086,948
3.117598056793213,948
3.234694242477417,947
3.356213092803955,948
3.4780232906341553,948
3.5965611934661865,948
3.713947296142578,948
3.8314952850341797,948
3.9510080814361572,948
4.069093227386475,948
4.194378137588501,948
4.308355093002319,948
4.426669120788574,948
4.547385215759277,948
4.666564226150513,948
4.7844390869140625,948
4.902514934539795,948
5.022279262542725,948
5.14164400100708,948
5.263358116149902,948
5.381910085678101,948
5.502099990844727,948
5.622274160385132,948
5.74169397354126,948
5.856158971786499,948
5.973297119140625,948
6.097665071487427,948
6.217292070388794,948
6.3341193199157715,948
6.453514099121094,948
6.575989007949829,948
6.694444179534912,948
6.8111090660095215,948
6.933531284332275,948
7.053085088729858,948
7.1667320728302,948
7.289671897888184,948
7.410175085067749,947
7.528157949447632,948
7.649659156799316,948
7.7687811851501465,948
7.88935923576355,948
8.002686977386475,948
8.120729207992554,948
8.242964029312134,948
8.362518072128296,947
8.478280067443848,948
8.600155115127563,948
8.717197179794312,948
8.83902907371521,947
8.958527088165283,947
9.075581073760986,948
9.194106101989746,948
9.316256999969482,948
9.434958219528198,948
9.554327011108398,948
9.674659252166748,948
9.792487144470215,948
9.911495208740234,948
10.031436204910278,948
10.149561166763306,948
10.294398069381714,948
10.379577159881592,948
10.503830194473267,948
10.623249292373657,948
10.744901180267334,948
10.864789962768555,948
10.981652975082397,948
11.103183269500732,947
11.223687171936035,948
11.341922044754028,948
11.462297201156616,948
11.58113408088684,948
11.697383880615234,948
11.819043159484863,948
11.937022924423218,948
12.053330183029175,948
12.174862146377563,948
12.295631170272827,948
12.41389799118042,948
12.53403115272522,947
12.650620222091675,948
12.772510051727295,948
12.895092010498047,948
13.005765199661255,948
13.129169225692749,948
13.250062227249146,948
13.36919617652893,948
13.48729395866394,948
13.607587099075317,948
13.724524021148682,948
13.845348119735718,948
13.964913129806519,948
14.081679105758667,948
14.202562093734741,948
14.320627927780151,948
14.441565990447998,948
14.559026956558228,948
14.675953149795532,948
14.791967153549194,948
14.91719126701355,948
15.034733057022095,948
15.156813144683838,948
15.276818990707397,948
15.396250247955322,948
15.514320135116577,948
15.638592004776001,947
15.75436019897461,947
15.872900247573853,948
15.991444110870361,948
16.11086416244507,948
16.228055000305176,948
16.346168041229248,948
16.46815800666809,948
16.58738112449646,948
16.70656108856201,948
16.82510018348694,948
16.945225954055786,948
17.064775943756104,948
17.17263102531433,948
17.301132202148438,947
17.42224097251892,948
17.539071083068848,948
17.66014528274536,948
17.780365228652954,948
17.90031909942627,948
18.015690088272095,948
18.13678526878357,948
18.254297256469727,948
18.375198125839233,948
18.491353034973145,948
18.608757972717285,948
18.732908010482788,948
18.849560022354126,948
18.970421075820923,948
19.090630292892456,948
19.21217107772827,948
19.326344966888428,948
19.43764090538025,948
19.56412410736084,948
19.68581509590149,948
19.804828882217407,947
19.925291061401367,947
20.0449640750885,947
20.160117149353027,948
20.2742919921875,947
20.396828174591064,948
20.514860153198242,948
20.6341769695282,948
20.75330424308777,948
20.87588095664978,948
20.99841618537903,948
21.121077060699463,948
21.22971224784851,948
21.346273183822632,948
21.46178889274597,948
21.58044123649597,948
21.707458019256592,948
21.831676959991455,947
21.94604206085205,948
22.070608139038086,948
22.179384231567383,948
22.30110812187195,947
22.415996313095093,948
22.53432297706604,948
22.654727935791016,947
22.788196086883545,948
22.892054080963135,948
23.01535701751709,948
23.128135919570923,948
23.247015237808228,948
23.366004943847656,948
23.49267816543579,948
23.61723494529724,948
23.74099111557007,948
23.855754137039185,948
23.977712154388428,948
24.096276998519897,948
24.215857982635498,948
24.33245611190796,948
24.452213048934937,948
24.575181007385254,948
24.692647218704224,948
24.810166120529175,948
24.927664279937744,948
25.04535412788391,948
25.164245128631592,948
25.28587317466736,948
25.404858112335205,947
25.527403116226196,948
25.64353108406067,948
25.76604914665222,948
25.884167909622192,948
26.004054069519043,948
26.12309503555298,948
26.239986896514893,948
26.360372066497803,948
26.480464220046997,948
26.60014510154724,948
26.719218969345093,948
26.838793992996216,947
26.95756697654724,948
27.077044010162354,947
27.197156190872192,948
27.314878940582275,948
27.434404134750366,948
27.552857160568237,948
27.672815084457397,948
27.79256510734558,947
27.910866260528564,948
28.031233072280884,948
28.148364067077637,948
28.268181085586548,948
28.387489080429077,948
28.5063259601593,948
28.627281188964844,948
28.74598717689514,948
28.864284992218018,948
28.984654188156128,948
29.10299015045166,948
29.22146201133728,948
29.33813714981079,948
29.459856271743774,948
29.578526973724365,948
29.69907522201538,948
29.81977128982544,948
29.936902284622192,948
30.05818510055542,948
30.17616629600525,948
30.29625916481018,948
30.4152410030365,948
30.53370213508606,948
30.650042057037354,948
30.769431114196777,948
30.88741707801819,948
31.009581089019775,948
31.130055904388428,948
