ReadID,PartialType
1040_Z2SFTS_1,partial_P5
1041_Z2SFTS_1,partial_P7
1042_Z2SFTS_1,partial_P5
1043_Z2SFTS_1,partial_P5
1044_Z2SFTS_1,partial_P7
1045_Z2SFTS_1,partial_P5
1046_Z2SFTS_1,partial_P7
1047_Z2SFTS_1,partial_P5
1048_Z2SFTS_1,partial_P5
1049_Z2SFTS_1,partial_P7
1050_Z2SFTS_1,partial_P5
1052_Z2SFTS_1,partial_P5
1053_Z2SFTS_1,partial_P7
1054_Z2SFTS_1,partial_P7
1055_Z2SFTS_1,partial_P5
1057_Z2SFTS_1,partial_P5
1058_Z2SFTS_1,partial_P5
1060_Z2SFTS_1,partial_P5
1061_Z2SFTS_1,partial_P5
1062_Z2SFTS_1,partial_P7
1063_Z2SFTS_1,partial_P5
1065_Z2SFTS_1,both_partial
1066_Z2SFTS_1,partial_P5
1067_Z2SFTS_1,partial_P5
1068_Z2SFTS_1,partial_P5
1069_Z2SFTS_1,partial_P5
1070_Z2SFTS_1,partial_P5
1072_Z2SFTS_1,partial_P5
1073_Z2SFTS_1,partial_P5
1074_Z2SFTS_1,partial_P7
1075_Z2SFTS_1,partial_P7
1077_Z2SFTS_1,partial_P5
1078_Z2SFTS_1,partial_P5
1079_Z2SFTS_1,partial_P5
1080_Z2SFTS_1,partial_P5
1081_Z2SFTS_1,partial_P5
1082_Z2SFTS_1,partial_P5
1083_Z2SFTS_1,partial_P5
1085_Z2SFTS_1,partial_P5
1086_Z2SFTS_1,partial_P7
1087_Z2SFTS_1,partial_P5
1089_Z2SFTS_1,partial_P7
1090_Z2SFTS_1,partial_P5
1092_Z2SFTS_1,partial_P5
1093_Z2SFTS_1,partial_P5
1095_Z2SFTS_1,partial_P5
1098_Z2SFTS_1,partial_P5
1099_Z2SFTS_1,partial_P7
1100_Z2SFTS_1,partial_P5
1101_Z2SFTS_1,partial_P7
1102_Z2SFTS_1,partial_P7
1104_Z2SFTS_1,partial_P5
1105_Z2SFTS_1,partial_P7
1106_Z2SFTS_1,partial_P5
1107_Z2SFTS_1,partial_P5
1109_Z2SFTS_1,partial_P5
1110_Z2SFTS_1,partial_P5
1111_Z2SFTS_1,partial_P5
1112_Z2SFTS_1,partial_P5
1113_Z2SFTS_1,partial_P7
1115_Z2SFTS_1,partial_P5
1116_Z2SFTS_1,partial_P5
1117_Z2SFTS_1,partial_P7
1118_Z2SFTS_1,partial_P5
1119_Z2SFTS_1,partial_P5
1120_Z2SFTS_1,partial_P5
1121_Z2SFTS_1,partial_P5
1122_Z2SFTS_1,partial_P5
1123_Z2SFTS_1,partial_P5
1124_Z2SFTS_1,partial_P5
1126_Z2SFTS_1,partial_P5
1127_Z2SFTS_1,partial_P5
1130_Z2SFTS_1,partial_P5
1131_Z2SFTS_1,partial_P5
1132_Z2SFTS_1,partial_P5
1133_Z2SFTS_1,both_partial
1134_Z2SFTS_1,partial_P5
1135_Z2SFTS_1,partial_P5
1136_Z2SFTS_1,partial_P7
1137_Z2SFTS_1,partial_P5
1138_Z2SFTS_1,partial_P7
1139_Z2SFTS_1,partial_P5
1140_Z2SFTS_1,partial_P5
1142_Z2SFTS_1,partial_P5
1146_Z2SFTS_1,partial_P7
1147_Z2SFTS_1,partial_P5
1148_Z2SFTS_1,partial_P5
1149_Z2SFTS_1,partial_P5
1150_Z2SFTS_1,partial_P5
1151_Z2SFTS_1,partial_P5
1152_Z2SFTS_1,partial_P5
1154_Z2SFTS_1,partial_P5
1155_Z2SFTS_1,partial_P5
1156_Z2SFTS_1,partial_P5
1157_Z2SFTS_1,partial_P5
1159_Z2SFTS_1,partial_P5
1161_Z2SFTS_1,partial_P5
1162_Z2SFTS_1,partial_P5
1163_Z2SFTS_1,partial_P5
1165_Z2SFTS_1,partial_P5
1166_Z2SFTS_1,partial_P5
1167_Z2SFTS_1,partial_P5
1168_Z2SFTS_1,partial_P5
1169_Z2SFTS_1,partial_P5
1170_Z2SFTS_1,partial_P5
1171_Z2SFTS_1,partial_P5
1172_Z2SFTS_1,partial_P5
1173_Z2SFTS_1,partial_P7
1175_Z2SFTS_1,partial_P5
1178_Z2SFTS_1,partial_P5
1179_Z2SFTS_1,partial_P5
1180_Z2SFTS_1,partial_P5
1181_Z2SFTS_1,partial_P5
1183_Z2SFTS_1,partial_P5
1184_Z2SFTS_1,partial_P5
1186_Z2SFTS_1,partial_P5
1187_Z2SFTS_1,partial_P5
1188_Z2SFTS_1,partial_P5
1189_Z2SFTS_1,partial_P5
1192_Z2SFTS_1,partial_P7
1193_Z2SFTS_1,partial_P5
1194_Z2SFTS_1,partial_P5
1195_Z2SFTS_1,partial_P5
1196_Z2SFTS_1,partial_P5
1197_Z2SFTS_1,partial_P5
1198_Z2SFTS_1,partial_P5
1200_Z2SFTS_1,partial_P5
1204_Z2SFTS_1,partial_P5
1205_Z2SFTS_1,partial_P5
1206_Z2SFTS_1,partial_P5
1207_Z2SFTS_1,partial_P7
1208_Z2SFTS_1,partial_P7
1209_Z2SFTS_1,partial_P5
1210_Z2SFTS_1,partial_P5
1211_Z2SFTS_1,partial_P5
1212_Z2SFTS_1,partial_P5
1213_Z2SFTS_1,partial_P5
1214_Z2SFTS_1,partial_P5
1215_Z2SFTS_1,partial_P7
1216_Z2SFTS_1,partial_P5
1218_Z2SFTS_1,partial_P5
1219_Z2SFTS_1,partial_P5
1220_Z2SFTS_1,partial_P5
1221_Z2SFTS_1,partial_P5
1223_Z2SFTS_1,partial_P5
1224_Z2SFTS_1,partial_P5
1225_Z2SFTS_1,partial_P5
1227_Z2SFTS_1,partial_P5
1228_Z2SFTS_1,partial_P5
1229_Z2SFTS_1,both_partial
1230_Z2SFTS_1,partial_P7
1231_Z2SFTS_1,partial_P5
1232_Z2SFTS_1,partial_P5
1233_Z2SFTS_1,partial_P5
1235_Z2SFTS_1,partial_P5
1236_Z2SFTS_1,partial_P5
1237_Z2SFTS_1,partial_P7
1238_Z2SFTS_1,partial_P5
1239_Z2SFTS_1,partial_P5
1240_Z2SFTS_1,partial_P5
1241_Z2SFTS_1,partial_P5
1242_Z2SFTS_1,partial_P7
1243_Z2SFTS_1,partial_P7
1244_Z2SFTS_1,partial_P5
1246_Z2SFTS_1,partial_P7
1247_Z2SFTS_1,partial_P5
1249_Z2SFTS_1,partial_P5
1250_Z2SFTS_1,partial_P5
1251_Z2SFTS_1,partial_P5
1252_Z2SFTS_1,partial_P7
1254_Z2SFTS_1,partial_P5
1255_Z2SFTS_1,partial_P7
1256_Z2SFTS_1,partial_P5
1257_Z2SFTS_1,partial_P5
1258_Z2SFTS_1,partial_P5
1259_Z2SFTS_1,partial_P5
1260_Z2SFTS_1,partial_P5
1263_Z2SFTS_1,partial_P5
1264_Z2SFTS_1,partial_P5
1265_Z2SFTS_1,partial_P5
1266_Z2SFTS_1,partial_P7
1267_Z2SFTS_1,partial_P7
1268_Z2SFTS_1,partial_P5
1269_Z2SFTS_1,partial_P5
1270_Z2SFTS_1,partial_P5
1271_Z2SFTS_1,partial_P5
1272_Z2SFTS_1,partial_P5
1273_Z2SFTS_1,partial_P5
1274_Z2SFTS_1,partial_P5
1275_Z2SFTS_1,partial_P5
1276_Z2SFTS_1,partial_P5
1277_Z2SFTS_1,partial_P5
1278_Z2SFTS_1,partial_P5
1279_Z2SFTS_1,partial_P5
1280_Z2SFTS_1,partial_P5
1281_Z2SFTS_1,partial_P5
1283_Z2SFTS_1,partial_P7
1284_Z2SFTS_1,partial_P5
1285_Z2SFTS_1,partial_P5
1286_Z2SFTS_1,partial_P5
1287_Z2SFTS_1,partial_P5
1289_Z2SFTS_1,partial_P7
1290_Z2SFTS_1,partial_P5
1291_Z2SFTS_1,partial_P7
1294_Z2SFTS_1,partial_P5
1295_Z2SFTS_1,partial_P5
1296_Z2SFTS_1,partial_P5
1297_Z2SFTS_1,partial_P7
1298_Z2SFTS_1,partial_P5
1299_Z2SFTS_1,partial_P5
1300_Z2SFTS_1,partial_P5
1301_Z2SFTS_1,partial_P5
1302_Z2SFTS_1,partial_P5
1304_Z2SFTS_1,partial_P5
1305_Z2SFTS_1,partial_P5
1306_Z2SFTS_1,partial_P5
1307_Z2SFTS_1,partial_P5
1308_Z2SFTS_1,partial_P5
1309_Z2SFTS_1,partial_P7
1310_Z2SFTS_1,partial_P5
1311_Z2SFTS_1,partial_P5
1313_Z2SFTS_1,partial_P5
1314_Z2SFTS_1,partial_P5
1315_Z2SFTS_1,partial_P7
1316_Z2SFTS_1,partial_P5
1317_Z2SFTS_1,partial_P5
1319_Z2SFTS_1,partial_P5
1320_Z2SFTS_1,partial_P7
1322_Z2SFTS_1,partial_P5
1323_Z2SFTS_1,partial_P7
1324_Z2SFTS_1,partial_P5
1325_Z2SFTS_1,partial_P5
1326_Z2SFTS_1,partial_P5
1328_Z2SFTS_1,partial_P5
1329_Z2SFTS_1,partial_P5
1330_Z2SFTS_1,partial_P5
1331_Z2SFTS_1,partial_P5
1332_Z2SFTS_1,partial_P5
1334_Z2SFTS_1,partial_P5
1335_Z2SFTS_1,partial_P5
1336_Z2SFTS_1,partial_P5
1337_Z2SFTS_1,both_partial
1338_Z2SFTS_1,partial_P5
1339_Z2SFTS_1,partial_P5
1340_Z2SFTS_1,partial_P5
1341_Z2SFTS_1,partial_P5
1343_Z2SFTS_1,partial_P5
1345_Z2SFTS_1,partial_P5
1346_Z2SFTS_1,partial_P5
1347_Z2SFTS_1,partial_P5
1348_Z2SFTS_1,partial_P5
1349_Z2SFTS_1,partial_P7
1350_Z2SFTS_1,partial_P5
1352_Z2SFTS_1,partial_P7
1353_Z2SFTS_1,partial_P7
1355_Z2SFTS_1,partial_P7
1356_Z2SFTS_1,partial_P5
1357_Z2SFTS_1,partial_P5
1358_Z2SFTS_1,partial_P5
1360_Z2SFTS_1,partial_P5
1361_Z2SFTS_1,partial_P5
1362_Z2SFTS_1,partial_P5
1363_Z2SFTS_1,partial_P7
1364_Z2SFTS_1,partial_P5
1367_Z2SFTS_1,both_partial
1368_Z2SFTS_1,partial_P5
1369_Z2SFTS_1,partial_P7
1370_Z2SFTS_1,partial_P5
1371_Z2SFTS_1,partial_P5
1372_Z2SFTS_1,partial_P5
1373_Z2SFTS_1,partial_P5
1374_Z2SFTS_1,partial_P5
1375_Z2SFTS_1,partial_P7
1376_Z2SFTS_1,partial_P5
1377_Z2SFTS_1,partial_P5
1378_Z2SFTS_1,partial_P7
1379_Z2SFTS_1,partial_P5
1380_Z2SFTS_1,partial_P5
1381_Z2SFTS_1,partial_P5
1382_Z2SFTS_1,partial_P5
1383_Z2SFTS_1,partial_P5
1384_Z2SFTS_1,partial_P5
1385_Z2SFTS_1,partial_P5
1386_Z2SFTS_1,partial_P7
1387_Z2SFTS_1,partial_P5
1389_Z2SFTS_1,partial_P7
1391_Z2SFTS_1,partial_P5
1392_Z2SFTS_1,partial_P7
1393_Z2SFTS_1,partial_P5
1394_Z2SFTS_1,partial_P7
1395_Z2SFTS_1,partial_P5
1396_Z2SFTS_1,partial_P5
1397_Z2SFTS_1,partial_P7
1398_Z2SFTS_1,partial_P5
1399_Z2SFTS_1,partial_P5
1400_Z2SFTS_1,partial_P5
1401_Z2SFTS_1,partial_P5
1402_Z2SFTS_1,partial_P5
1403_Z2SFTS_1,partial_P5
1404_Z2SFTS_1,partial_P5
1405_Z2SFTS_1,partial_P5
1406_Z2SFTS_1,partial_P5
1407_Z2SFTS_1,partial_P7
1408_Z2SFTS_1,partial_P5
1409_Z2SFTS_1,partial_P5
1410_Z2SFTS_1,partial_P5
1411_Z2SFTS_1,partial_P5
1412_Z2SFTS_1,partial_P5
1413_Z2SFTS_1,partial_P5
1414_Z2SFTS_1,partial_P7
1415_Z2SFTS_1,partial_P5
1416_Z2SFTS_1,partial_P5
1417_Z2SFTS_1,partial_P7
1418_Z2SFTS_1,partial_P5
1419_Z2SFTS_1,partial_P7
1420_Z2SFTS_1,partial_P5
1421_Z2SFTS_1,partial_P5
1422_Z2SFTS_1,partial_P5
1423_Z2SFTS_1,partial_P7
1424_Z2SFTS_1,partial_P5
1426_Z2SFTS_1,partial_P7
1427_Z2SFTS_1,partial_P5
1429_Z2SFTS_1,partial_P5
1430_Z2SFTS_1,partial_P7
1432_Z2SFTS_1,partial_P5
1435_Z2SFTS_1,partial_P5
1436_Z2SFTS_1,partial_P5
1437_Z2SFTS_1,partial_P5
1438_Z2SFTS_1,partial_P7
1439_Z2SFTS_1,partial_P5
1440_Z2SFTS_1,partial_P5
1441_Z2SFTS_1,partial_P5
1442_Z2SFTS_1,partial_P5
1443_Z2SFTS_1,partial_P7
1444_Z2SFTS_1,partial_P7
1445_Z2SFTS_1,partial_P5
1446_Z2SFTS_1,partial_P5
1448_Z2SFTS_1,partial_P5
1449_Z2SFTS_1,partial_P5
1450_Z2SFTS_1,partial_P7
1451_Z2SFTS_1,partial_P5
1452_Z2SFTS_1,partial_P7
1453_Z2SFTS_1,partial_P5
1454_Z2SFTS_1,partial_P5
1455_Z2SFTS_1,partial_P5
1456_Z2SFTS_1,partial_P5
1458_Z2SFTS_1,partial_P5
1459_Z2SFTS_1,partial_P5
1460_Z2SFTS_1,partial_P5
1461_Z2SFTS_1,partial_P5
1463_Z2SFTS_1,partial_P5
1464_Z2SFTS_1,partial_P5
1465_Z2SFTS_1,partial_P7
1466_Z2SFTS_1,partial_P5
1467_Z2SFTS_1,partial_P5
1468_Z2SFTS_1,partial_P7
1469_Z2SFTS_1,partial_P7
1470_Z2SFTS_1,partial_P5
1471_Z2SFTS_1,partial_P5
1473_Z2SFTS_1,partial_P5
1474_Z2SFTS_1,partial_P5
1475_Z2SFTS_1,partial_P5
1476_Z2SFTS_1,partial_P7
1477_Z2SFTS_1,partial_P5
1479_Z2SFTS_1,partial_P5
1480_Z2SFTS_1,partial_P7
1482_Z2SFTS_1,partial_P5
1484_Z2SFTS_1,partial_P5
1485_Z2SFTS_1,partial_P5
1486_Z2SFTS_1,partial_P5
1487_Z2SFTS_1,partial_P5
1488_Z2SFTS_1,partial_P5
1489_Z2SFTS_1,partial_P5
1490_Z2SFTS_1,partial_P5
1491_Z2SFTS_1,partial_P5
1492_Z2SFTS_1,partial_P5
1493_Z2SFTS_1,partial_P5
1494_Z2SFTS_1,partial_P5
1495_Z2SFTS_1,partial_P7
1498_Z2SFTS_1,partial_P5
1499_Z2SFTS_1,partial_P5
1501_Z2SFTS_1,partial_P7
1502_Z2SFTS_1,partial_P5
1503_Z2SFTS_1,partial_P5
1504_Z2SFTS_1,partial_P7
1505_Z2SFTS_1,partial_P5
1506_Z2SFTS_1,partial_P5
1507_Z2SFTS_1,partial_P5
1508_Z2SFTS_1,partial_P5
1509_Z2SFTS_1,partial_P5
1510_Z2SFTS_1,partial_P5
1511_Z2SFTS_1,partial_P5
1513_Z2SFTS_1,partial_P5
1514_Z2SFTS_1,partial_P5
1515_Z2SFTS_1,partial_P5
1516_Z2SFTS_1,partial_P5
1517_Z2SFTS_1,partial_P5
1518_Z2SFTS_1,partial_P5
1519_Z2SFTS_1,partial_P5
1521_Z2SFTS_1,partial_P5
1522_Z2SFTS_1,partial_P5
1523_Z2SFTS_1,partial_P7
1524_Z2SFTS_1,partial_P5
1525_Z2SFTS_1,partial_P5
1526_Z2SFTS_1,partial_P5
1527_Z2SFTS_1,partial_P5
1528_Z2SFTS_1,partial_P5
1529_Z2SFTS_1,partial_P5
1530_Z2SFTS_1,partial_P5
1531_Z2SFTS_1,partial_P5
1533_Z2SFTS_1,partial_P5
1534_Z2SFTS_1,partial_P5
1535_Z2SFTS_1,partial_P7
1536_Z2SFTS_1,partial_P5
1537_Z2SFTS_1,partial_P5
1538_Z2SFTS_1,partial_P5
1539_Z2SFTS_1,partial_P7
1540_Z2SFTS_1,partial_P5
1541_Z2SFTS_1,partial_P5
1542_Z2SFTS_1,partial_P5
1545_Z2SFTS_1,partial_P7
1546_Z2SFTS_1,partial_P5
1547_Z2SFTS_1,partial_P5
1548_Z2SFTS_1,partial_P5
1549_Z2SFTS_1,partial_P5
1550_Z2SFTS_1,partial_P7
1551_Z2SFTS_1,partial_P5
1552_Z2SFTS_1,both_partial
1553_Z2SFTS_1,partial_P5
1555_Z2SFTS_1,partial_P7
1556_Z2SFTS_1,partial_P5
1557_Z2SFTS_1,partial_P5
1558_Z2SFTS_1,partial_P7
1559_Z2SFTS_1,partial_P7
1560_Z2SFTS_1,partial_P5
1561_Z2SFTS_1,partial_P5
1562_Z2SFTS_1,partial_P5
1563_Z2SFTS_1,partial_P5
1564_Z2SFTS_1,partial_P5
1565_Z2SFTS_1,partial_P5
1566_Z2SFTS_1,partial_P5
1567_Z2SFTS_1,partial_P5
1568_Z2SFTS_1,partial_P5
1569_Z2SFTS_1,partial_P7
1571_Z2SFTS_1,partial_P5
1572_Z2SFTS_1,partial_P7
1573_Z2SFTS_1,partial_P5
1574_Z2SFTS_1,partial_P5
1576_Z2SFTS_1,partial_P5
1577_Z2SFTS_1,partial_P5
1578_Z2SFTS_1,partial_P5
1579_Z2SFTS_1,partial_P5
1580_Z2SFTS_1,partial_P5
1581_Z2SFTS_1,partial_P5
1582_Z2SFTS_1,partial_P5
1583_Z2SFTS_1,partial_P5
1584_Z2SFTS_1,partial_P5
1585_Z2SFTS_1,partial_P5
1586_Z2SFTS_1,partial_P5
1587_Z2SFTS_1,partial_P5
1588_Z2SFTS_1,partial_P5
1589_Z2SFTS_1,partial_P5
1590_Z2SFTS_1,partial_P5
1591_Z2SFTS_1,partial_P5
1593_Z2SFTS_1,partial_P5
1595_Z2SFTS_1,partial_P5
1597_Z2SFTS_1,partial_P5
1599_Z2SFTS_1,partial_P5
1601_Z2SFTS_1,partial_P7
1602_Z2SFTS_1,partial_P5
1604_Z2SFTS_1,partial_P7
1605_Z2SFTS_1,partial_P7
1606_Z2SFTS_1,partial_P5
1608_Z2SFTS_1,partial_P5
1609_Z2SFTS_1,partial_P7
1611_Z2SFTS_1,partial_P5
1612_Z2SFTS_1,partial_P7
1613_Z2SFTS_1,partial_P5
1614_Z2SFTS_1,partial_P5
1615_Z2SFTS_1,partial_P5
1616_Z2SFTS_1,partial_P7
1617_Z2SFTS_1,partial_P5
1618_Z2SFTS_1,partial_P5
1619_Z2SFTS_1,partial_P5
1620_Z2SFTS_1,partial_P5
1621_Z2SFTS_1,partial_P7
1622_Z2SFTS_1,partial_P5
1623_Z2SFTS_1,partial_P5
1624_Z2SFTS_1,partial_P7
1625_Z2SFTS_1,partial_P5
1627_Z2SFTS_1,partial_P5
1629_Z2SFTS_1,partial_P7
1630_Z2SFTS_1,partial_P5
1631_Z2SFTS_1,partial_P5
1632_Z2SFTS_1,partial_P5
1635_Z2SFTS_1,partial_P7
1637_Z2SFTS_1,partial_P5
1638_Z2SFTS_1,partial_P5
1640_Z2SFTS_1,partial_P7
1641_Z2SFTS_1,partial_P5
1642_Z2SFTS_1,partial_P5
1643_Z2SFTS_1,partial_P5
1644_Z2SFTS_1,partial_P5
1645_Z2SFTS_1,partial_P5
1646_Z2SFTS_1,partial_P5
1647_Z2SFTS_1,partial_P5
1648_Z2SFTS_1,partial_P5
1649_Z2SFTS_1,partial_P7
1650_Z2SFTS_1,partial_P5
1651_Z2SFTS_1,partial_P5
1652_Z2SFTS_1,partial_P5
1654_Z2SFTS_1,partial_P5
1655_Z2SFTS_1,partial_P7
1656_Z2SFTS_1,partial_P7
1657_Z2SFTS_1,partial_P7
1658_Z2SFTS_1,partial_P5
1659_Z2SFTS_1,partial_P5
1660_Z2SFTS_1,partial_P7
1662_Z2SFTS_1,partial_P5
1663_Z2SFTS_1,partial_P5
1665_Z2SFTS_1,partial_P5
1666_Z2SFTS_1,partial_P5
1667_Z2SFTS_1,partial_P7
1668_Z2SFTS_1,partial_P5
1669_Z2SFTS_1,partial_P5
1670_Z2SFTS_1,partial_P5
1671_Z2SFTS_1,partial_P7
1672_Z2SFTS_1,partial_P5
1673_Z2SFTS_1,partial_P5
1675_Z2SFTS_1,partial_P5
1676_Z2SFTS_1,both_partial
1677_Z2SFTS_1,partial_P5
1678_Z2SFTS_1,partial_P5
1679_Z2SFTS_1,partial_P5
1680_Z2SFTS_1,partial_P7
1681_Z2SFTS_1,partial_P5
1682_Z2SFTS_1,partial_P5
1684_Z2SFTS_1,partial_P5
1685_Z2SFTS_1,partial_P5
1686_Z2SFTS_1,both_partial
1687_Z2SFTS_1,partial_P5
1688_Z2SFTS_1,partial_P5
1689_Z2SFTS_1,partial_P5
1690_Z2SFTS_1,partial_P7
1693_Z2SFTS_1,partial_P5
1694_Z2SFTS_1,partial_P5
1695_Z2SFTS_1,partial_P5
1696_Z2SFTS_1,partial_P5
1697_Z2SFTS_1,partial_P5
1698_Z2SFTS_1,partial_P5
1699_Z2SFTS_1,partial_P5
1701_Z2SFTS_1,partial_P7
1703_Z2SFTS_1,partial_P7
1704_Z2SFTS_1,partial_P5
1705_Z2SFTS_1,partial_P7
1707_Z2SFTS_1,partial_P5
1709_Z2SFTS_1,partial_P5
1710_Z2SFTS_1,partial_P5
1711_Z2SFTS_1,partial_P7
1712_Z2SFTS_1,partial_P7
1713_Z2SFTS_1,partial_P5
1715_Z2SFTS_1,partial_P5
1716_Z2SFTS_1,partial_P5
1717_Z2SFTS_1,partial_P7
1718_Z2SFTS_1,partial_P5
1719_Z2SFTS_1,partial_P7
1720_Z2SFTS_1,partial_P5
1721_Z2SFTS_1,partial_P5
1722_Z2SFTS_1,partial_P7
1723_Z2SFTS_1,partial_P7
1724_Z2SFTS_1,partial_P5
1726_Z2SFTS_1,partial_P5
1728_Z2SFTS_1,partial_P5
1729_Z2SFTS_1,partial_P5
1731_Z2SFTS_1,partial_P5
1732_Z2SFTS_1,partial_P5
1734_Z2SFTS_1,partial_P5
1735_Z2SFTS_1,partial_P5
1736_Z2SFTS_1,partial_P5
1737_Z2SFTS_1,partial_P5
1738_Z2SFTS_1,partial_P5
1739_Z2SFTS_1,partial_P5
1740_Z2SFTS_1,partial_P5
1741_Z2SFTS_1,partial_P5
1742_Z2SFTS_1,partial_P5
1744_Z2SFTS_1,partial_P5
1745_Z2SFTS_1,partial_P5
1746_Z2SFTS_1,partial_P5
1748_Z2SFTS_1,both_partial
1749_Z2SFTS_1,partial_P5
1751_Z2SFTS_1,partial_P5
1752_Z2SFTS_1,partial_P5
1753_Z2SFTS_1,partial_P5
1754_Z2SFTS_1,partial_P7
1755_Z2SFTS_1,partial_P5
1756_Z2SFTS_1,partial_P7
1757_Z2SFTS_1,partial_P5
1758_Z2SFTS_1,partial_P7
1759_Z2SFTS_1,partial_P7
1760_Z2SFTS_1,partial_P5
1761_Z2SFTS_1,partial_P5
1762_Z2SFTS_1,partial_P5
1763_Z2SFTS_1,partial_P5
1764_Z2SFTS_1,partial_P7
1765_Z2SFTS_1,partial_P5
1766_Z2SFTS_1,partial_P7
1767_Z2SFTS_1,partial_P5
1768_Z2SFTS_1,partial_P5
1769_Z2SFTS_1,partial_P5
1770_Z2SFTS_1,partial_P7
1772_Z2SFTS_1,partial_P5
1773_Z2SFTS_1,partial_P5
1774_Z2SFTS_1,partial_P5
1776_Z2SFTS_1,partial_P7
1777_Z2SFTS_1,partial_P7
1778_Z2SFTS_1,partial_P5
1779_Z2SFTS_1,partial_P5
1780_Z2SFTS_1,partial_P5
1781_Z2SFTS_1,partial_P5
1782_Z2SFTS_1,partial_P5
1783_Z2SFTS_1,partial_P5
1784_Z2SFTS_1,partial_P5
1785_Z2SFTS_1,partial_P5
1786_Z2SFTS_1,partial_P7
1787_Z2SFTS_1,partial_P5
1788_Z2SFTS_1,partial_P5
1789_Z2SFTS_1,partial_P5
1790_Z2SFTS_1,partial_P5
1791_Z2SFTS_1,partial_P5
1792_Z2SFTS_1,partial_P7
1793_Z2SFTS_1,partial_P5
1794_Z2SFTS_1,partial_P5
1795_Z2SFTS_1,partial_P5
1796_Z2SFTS_1,partial_P5
1797_Z2SFTS_1,partial_P5
1798_Z2SFTS_1,partial_P5
1801_Z2SFTS_1,partial_P7
1802_Z2SFTS_1,partial_P5
1803_Z2SFTS_1,partial_P5
1805_Z2SFTS_1,partial_P5
1806_Z2SFTS_1,partial_P7
1807_Z2SFTS_1,partial_P5
1808_Z2SFTS_1,partial_P5
1811_Z2SFTS_1,partial_P5
1812_Z2SFTS_1,partial_P7
1813_Z2SFTS_1,partial_P5
1815_Z2SFTS_1,partial_P5
1817_Z2SFTS_1,partial_P5
1818_Z2SFTS_1,partial_P5
1820_Z2SFTS_1,partial_P5
1822_Z2SFTS_1,partial_P7
1823_Z2SFTS_1,partial_P5
1824_Z2SFTS_1,partial_P5
1825_Z2SFTS_1,partial_P5
1826_Z2SFTS_1,partial_P5
1827_Z2SFTS_1,partial_P5
1828_Z2SFTS_1,partial_P5
1829_Z2SFTS_1,partial_P5
1830_Z2SFTS_1,partial_P5
1832_Z2SFTS_1,partial_P5
1833_Z2SFTS_1,partial_P5
1834_Z2SFTS_1,partial_P7
1835_Z2SFTS_1,partial_P5
1836_Z2SFTS_1,partial_P5
1837_Z2SFTS_1,partial_P7
1839_Z2SFTS_1,partial_P7
1840_Z2SFTS_1,partial_P7
1841_Z2SFTS_1,partial_P7
1843_Z2SFTS_1,partial_P5
1844_Z2SFTS_1,partial_P7
1846_Z2SFTS_1,partial_P5
1848_Z2SFTS_1,partial_P7
1849_Z2SFTS_1,partial_P5
1852_Z2SFTS_1,both_partial
1855_Z2SFTS_1,partial_P5
1856_Z2SFTS_1,partial_P5
1857_Z2SFTS_1,partial_P5
1859_Z2SFTS_1,partial_P5
1860_Z2SFTS_1,partial_P5
1861_Z2SFTS_1,partial_P5
1862_Z2SFTS_1,partial_P5
1863_Z2SFTS_1,partial_P5
1864_Z2SFTS_1,partial_P5
1865_Z2SFTS_1,partial_P5
1866_Z2SFTS_1,partial_P7
1867_Z2SFTS_1,partial_P5
1868_Z2SFTS_1,partial_P5
1870_Z2SFTS_1,partial_P5
1871_Z2SFTS_1,partial_P5
1872_Z2SFTS_1,partial_P5
1873_Z2SFTS_1,partial_P5
1874_Z2SFTS_1,partial_P5
1875_Z2SFTS_1,partial_P5
1876_Z2SFTS_1,partial_P5
1877_Z2SFTS_1,partial_P7
1878_Z2SFTS_1,partial_P5
1879_Z2SFTS_1,partial_P7
1880_Z2SFTS_1,partial_P7
1881_Z2SFTS_1,partial_P5
1882_Z2SFTS_1,partial_P7
1883_Z2SFTS_1,partial_P5
1885_Z2SFTS_1,partial_P5
1886_Z2SFTS_1,partial_P5
1888_Z2SFTS_1,partial_P7
1889_Z2SFTS_1,partial_P5
1890_Z2SFTS_1,partial_P7
1891_Z2SFTS_1,partial_P5
1892_Z2SFTS_1,partial_P5
1893_Z2SFTS_1,partial_P5
1894_Z2SFTS_1,partial_P5
1895_Z2SFTS_1,partial_P5
1896_Z2SFTS_1,partial_P5
1897_Z2SFTS_1,partial_P5
1899_Z2SFTS_1,partial_P5
1901_Z2SFTS_1,partial_P5
1902_Z2SFTS_1,partial_P5
1903_Z2SFTS_1,partial_P7
1906_Z2SFTS_1,partial_P5
1907_Z2SFTS_1,partial_P7
1909_Z2SFTS_1,partial_P5
1912_Z2SFTS_1,partial_P5
1913_Z2SFTS_1,partial_P5
1914_Z2SFTS_1,partial_P5
1915_Z2SFTS_1,partial_P5
1916_Z2SFTS_1,partial_P7
1917_Z2SFTS_1,partial_P7
1918_Z2SFTS_1,partial_P5
1919_Z2SFTS_1,partial_P5
1921_Z2SFTS_1,partial_P7
1922_Z2SFTS_1,partial_P5
1926_Z2SFTS_1,partial_P5
1927_Z2SFTS_1,partial_P5
1928_Z2SFTS_1,partial_P7
1929_Z2SFTS_1,partial_P5
1930_Z2SFTS_1,partial_P5
1931_Z2SFTS_1,partial_P5
