Time (s),ADC
0.00010418891906738281,941
0.008098125457763672,941
0.015490055084228516,941
0.02256917953491211,941
0.029343843460083008,941
0.03598618507385254,941
0.04237508773803711,941
0.04848504066467285,941
0.05458807945251465,941
0.060656070709228516,941
0.06676602363586426,941
0.07289314270019531,941
0.07904410362243652,941
0.08524012565612793,941
0.09134888648986816,941
0.09746408462524414,941
0.10360407829284668,941
0.10972213745117188,941
0.11584305763244629,941
0.1219930648803711,941
0.1281290054321289,941
0.13428187370300293,941
0.14039397239685059,941
0.14651203155517578,941
0.1526188850402832,941
0.15874719619750977,941
0.16485810279846191,941
0.17096304893493652,941
0.1770799160003662,941
0.18321609497070312,941
0.18933916091918945,941
0.1954641342163086,941
0.20159006118774414,941
0.20785927772521973,941
0.21412396430969238,941
0.22026324272155762,941
0.22643613815307617,941
0.23257207870483398,941
0.23871397972106934,941
0.24485492706298828,941
0.2510209083557129,941
0.25716614723205566,941
0.26330995559692383,941
0.2694389820098877,941
0.2755889892578125,941
0.28191614151000977,941
0.2880561351776123,941
0.29421401023864746,941
0.30039405822753906,941
0.3065221309661865,941
0.31263208389282227,941
0.3187520503997803,941
0.32486701011657715,941
0.33101797103881836,941
0.33714914321899414,941
0.3433189392089844,941
0.34944820404052734,942
0.3555922508239746,941
0.36171627044677734,941
0.3678419589996338,941
0.3740541934967041,941
0.38105010986328125,941
0.3872060775756836,941
0.3934361934661865,941
0.3995981216430664,941
0.4057331085205078,941
0.41185927391052246,941
0.41826820373535156,941
0.4247090816497803,941
0.43077898025512695,941
0.4368312358856201,941
0.4428431987762451,941
0.4488182067871094,941
0.45479321479797363,941
0.46073412895202637,941
0.4666709899902344,942
0.4725940227508545,941
0.47859907150268555,941
0.4845249652862549,941
0.4904670715332031,941
0.4963669776916504,941
0.5023562908172607,941
0.5082879066467285,941
0.5142440795898438,941
0.5201621055603027,941
0.5260729789733887,941
0.5319750308990479,941
0.5378799438476562,941
0.5437819957733154,942
0.5496780872344971,942
0.5555710792541504,942
0.5614819526672363,941
0.5673818588256836,941
0.573279857635498,941
0.5791661739349365,943
0.585076093673706,822
0.590965986251831,843
0.5968811511993408,789
0.602773904800415,733
0.608673095703125,736
0.6145920753479004,706
0.6205170154571533,721
0.6271359920501709,700
0.6332340240478516,693
0.6392550468444824,671
0.6453139781951904,690
0.6513330936431885,680
0.6573460102081299,675
0.6633219718933105,663
0.6693129539489746,660
0.6752970218658447,671
0.6812682151794434,661
0.6872270107269287,668
0.6932120323181152,669
0.6992108821868896,662
0.705214262008667,662
0.7117002010345459,653
0.7179820537567139,643
0.7241439819335938,648
0.7302560806274414,648
0.7363619804382324,659
0.7424459457397461,662
0.7485730648040771,672
0.7546811103820801,646
0.7607972621917725,641
0.7669029235839844,640
0.7729980945587158,642
0.7790980339050293,639
0.7851519584655762,633
0.7912459373474121,637
0.7973170280456543,633
0.8034040927886963,626
0.8094570636749268,630
0.8155341148376465,629
0.821641206741333,634
0.8279831409454346,629
0.8340151309967041,630
0.8400490283966064,623
0.8460299968719482,617
0.8519830703735352,616
0.8583121299743652,611
0.864307165145874,610
0.8702518939971924,610
0.8761961460113525,617
0.8821601867675781,616
0.8881089687347412,616
0.8940689563751221,613
0.9000110626220703,616
0.9059481620788574,603
0.9119150638580322,599
0.9179098606109619,601
0.9238178730010986,600
0.9297471046447754,589
0.935676097869873,591
0.941641092300415,600
0.9475760459899902,593
0.9535348415374756,598
0.9594709873199463,615
0.9654340744018555,638
0.9714040756225586,628
0.9773831367492676,637
0.9833600521087646,631
0.9893522262573242,627
0.9953651428222656,633
1.0014288425445557,644
1.0073790550231934,640
1.0133709907531738,639
1.0193850994110107,626
1.0253710746765137,616
1.0313739776611328,614
1.037764072418213,618
1.0440161228179932,618
1.0501842498779297,619
1.056333065032959,614
1.062467098236084,609
1.0686051845550537,609
1.0747580528259277,606
1.0808942317962646,605
1.0869858264923096,610
1.0933070182800293,612
1.0993940830230713,613
1.105370044708252,613
1.1113581657409668,616
1.1173129081726074,613
1.1232831478118896,610
1.1292290687561035,580
1.135228157043457,586
1.141185998916626,605
1.1471469402313232,584
1.1530952453613281,618
1.1590912342071533,622
1.1650972366333008,623
1.1711101531982422,652
1.1771109104156494,643
1.1831369400024414,626
1.1891450881958008,624
1.1951830387115479,632
1.2012050151824951,633
1.2072319984436035,631
1.2132542133331299,626
1.2193610668182373,628
1.2253549098968506,627
1.2315170764923096,627
1.2376701831817627,629
1.2440681457519531,625
1.2501020431518555,627
1.2562670707702637,623
1.2628352642059326,624
1.269158124923706,626
1.2754878997802734,623
1.2817041873931885,623
1.287987232208252,621
1.2940700054168701,620
1.300157070159912,617
1.3062710762023926,617
1.312340259552002,618
1.3184680938720703,620
1.3244571685791016,617
1.3304822444915771,621
1.3364641666412354,628
1.3427329063415527,634
1.348931074142456,629
1.3551599979400635,635
1.361375093460083,640
1.3676252365112305,645
1.373913049697876,652
1.380251169204712,648
1.3866159915924072,660
1.3929519653320312,666
1.3993210792541504,682
1.4056601524353027,667
1.4120302200317383,657
1.4183762073516846,667
1.4247150421142578,658
1.4310669898986816,657
1.4374370574951172,659
1.4438140392303467,656
1.4503250122070312,653
1.4566850662231445,655
1.4630260467529297,648
1.4694139957427979,646
1.475804090499878,640
1.4821641445159912,645
1.488563060760498,642
1.4949102401733398,646
1.5012671947479248,642
1.5076401233673096,634
1.5140180587768555,637
1.5203840732574463,637
1.526750087738037,635
1.533128261566162,634
1.5394971370697021,632
1.5458641052246094,631
1.5522370338439941,631
1.5585992336273193,623
1.564967155456543,634
1.5713560581207275,634
1.5777409076690674,631
1.5841419696807861,629
1.5905320644378662,636
1.5968711376190186,640
1.603269100189209,643
1.6096680164337158,641
1.6160571575164795,645
1.622448205947876,639
1.6288020610809326,635
1.6351909637451172,636
1.6415801048278809,633
1.6479580402374268,638
1.654371976852417,637
1.6608760356903076,639
1.667348861694336,638
1.673598051071167,639
1.6797940731048584,635
1.6859681606292725,637
1.6921851634979248,641
1.6983880996704102,634
1.7046210765838623,630
1.7108142375946045,634
1.7171030044555664,636
1.7233471870422363,637
1.7295560836791992,642
1.7358078956604004,640
1.7420399188995361,637
1.748284101486206,639
1.7545380592346191,633
1.7607650756835938,624
1.7670490741729736,623
1.7732799053192139,622
1.7795219421386719,624
1.7858250141143799,628
1.792119026184082,629
1.7983500957489014,625
1.8046271800994873,629
1.8108799457550049,634
1.8172001838684082,632
1.823439121246338,626
1.8296689987182617,625
1.8359711170196533,625
1.842242956161499,629
1.8484792709350586,630
1.8547430038452148,631
1.861238956451416,632
1.8678061962127686,630
1.8740699291229248,630
1.8802871704101562,629
1.8866972923278809,626
1.8931009769439697,626
1.8995182514190674,636
1.9058871269226074,624
1.9123220443725586,617
1.9187471866607666,618
1.9252021312713623,618
1.9316041469573975,615
1.9380650520324707,612
1.9444580078125,615
1.950911045074463,617
1.9573071002960205,618
2.0247089862823486,617
2.143873929977417,619
2.263396978378296,620
2.3825809955596924,625
2.501768112182617,622
2.621033191680908,627
2.7401750087738037,626
2.8591880798339844,627
2.9786221981048584,626
3.097731113433838,627
3.216981887817383,628
3.3361990451812744,630
3.4552831649780273,626
3.5746819972991943,627
3.693768262863159,629
3.8129830360412598,629
3.9320738315582275,631
4.051337242126465,628
4.170493125915527,631
4.2896881103515625,628
4.408926248550415,630
4.528141975402832,631
4.6471381187438965,628
4.766540050506592,634
4.885633945465088,628
5.004935026168823,629
5.124014139175415,631
5.243327856063843,630
5.362504243850708,631
5.4817750453948975,628
5.600957155227661,627
5.720088958740234,626
5.839360952377319,626
5.9582109451293945,629
6.077509164810181,624
6.19694709777832,622
6.315943241119385,622
6.435305833816528,622
6.554518938064575,618
6.673593997955322,616
6.792963027954102,620
6.912125110626221,618
7.031403064727783,617
7.150300025939941,619
7.269412994384766,621
7.388784170150757,620
7.507843971252441,615
7.627007007598877,613
7.746376037597656,615
7.865583181381226,613
7.984753131866455,612
8.104029178619385,615
8.22323203086853,618
8.342376232147217,618
8.46171522140503,614
8.580839157104492,617
8.700045108795166,616
8.819151163101196,617
8.93854308128357,618
9.05799913406372,614
9.176877975463867,612
9.29597783088684,609
9.415280103683472,610
9.534498929977417,608
9.653703212738037,606
9.772882223129272,612
9.89215612411499,613
10.01135516166687,611
