Time (s),ADC
6.794929504394531e-05,946
0.007205009460449219,946
0.013896942138671875,946
0.020486831665039062,946
0.026733875274658203,946
0.032774925231933594,946
0.03875303268432617,946
0.04521584510803223,946
0.051550865173339844,946
0.05779099464416504,946
0.06401896476745605,946
0.07022786140441895,946
0.07644796371459961,946
0.08266592025756836,946
0.08884191513061523,946
0.0950319766998291,946
0.1012258529663086,946
0.10740780830383301,946
0.11761307716369629,946
0.2367720603942871,946
0.3561978340148926,946
0.47551989555358887,946
0.5947020053863525,946
0.7139909267425537,946
0.8329958915710449,946
0.9524359703063965,946
1.071589708328247,946
1.190798044204712,946
1.3098838329315186,946
1.4292058944702148,946
1.5483520030975342,946
1.6673009395599365,946
1.7868008613586426,946
1.906031847000122,946
2.0252208709716797,946
2.144199848175049,946
2.263653039932251,946
2.3828139305114746,946
2.5019798278808594,946
2.621238946914673,946
2.7404158115386963,946
2.8595571517944336,946
2.978895902633667,946
3.0980420112609863,946
3.2172069549560547,946
3.33646297454834,946
3.4556877613067627,946
3.5745959281921387,946
3.693971872329712,946
3.8133208751678467,946
3.932490825653076,946
4.051896095275879,946
4.170964956283569,946
4.290121793746948,946
4.409358024597168,946
4.5285398960113525,946
4.647767066955566,946
4.766809940338135,946
4.886146068572998,946
5.005295038223267,946
5.124630928039551,946
5.243768930435181,946
5.362936019897461,946
5.482174873352051,946
5.601363897323608,946
5.720354080200195,946
5.839798927307129,946
5.959101915359497,946
6.0780909061431885,946
6.197366952896118,946
6.3165528774261475,946
6.435624837875366,946
6.554975986480713,946
6.674031734466553,946
6.793275833129883,946
6.912420034408569,946
7.031751871109009,946
7.15091609954834,946
7.270196914672852,946
7.389178037643433,946
7.50855278968811,946
7.627852916717529,946
7.746985912322998,946
7.866188049316406,946
7.985440969467163,946
8.104503870010376,946
8.223770141601562,946
8.34312891960144,946
8.46225094795227,946
8.581236839294434,946
8.70077109336853,946
8.819885969161987,946
8.939029932022095,946
9.058485984802246,946
9.177482843399048,946
9.296651840209961,946
9.415939092636108,946
9.535191059112549,946
9.654256820678711,946
9.773554801940918,946
9.892745971679688,946
10.011929988861084,946
