Time (s),ADC
0.00010895729064941406,941
0.00801706314086914,941
0.015237092971801758,941
0.022121906280517578,941
0.028664112091064453,941
0.03503823280334473,941
0.041332244873046875,941
0.047196149826049805,941
0.05303692817687988,941
0.058860063552856445,941
0.06467294692993164,941
0.0705571174621582,941
0.07643604278564453,941
0.08234095573425293,941
0.08818697929382324,941
0.09403514862060547,941
0.09987711906433105,941
0.10572195053100586,941
0.1116020679473877,941
0.11747288703918457,941
0.12333512306213379,941
0.12917208671569824,941
0.13507294654846191,941
0.14090991020202637,941
0.1467571258544922,941
0.15259313583374023,941
0.15846014022827148,941
0.16429996490478516,941
0.17015790939331055,941
0.1760120391845703,942
0.1818840503692627,941
0.18774700164794922,941
0.19362187385559082,941
0.19949793815612793,941
0.20565485954284668,941
0.21152400970458984,941
0.21738409996032715,941
0.22327303886413574,941
0.2291581630706787,941
0.23505306243896484,941
0.24094820022583008,941
0.24683308601379395,941
0.2527651786804199,941
0.25893115997314453,941
0.26517224311828613,941
0.271334171295166,941
0.27765917778015137,941
0.283811092376709,941
0.2899439334869385,942
0.2960550785064697,941
0.3022289276123047,941
0.3083460330963135,941
0.31446313858032227,941
0.3205759525299072,942
0.3266940116882324,942
0.33281803131103516,941
0.33896803855895996,941
0.34511709213256836,941
0.35123395919799805,941
0.3573741912841797,941
0.3635239601135254,941
0.36968302726745605,941
0.375838041305542,941
0.382004976272583,941
0.3881981372833252,941
0.39438605308532715,941
0.40054798126220703,941
0.40673089027404785,942
0.413161039352417,942
0.4191410541534424,942
0.42515015602111816,941
0.4310569763183594,941
0.4370250701904297,941
0.442965030670166,941
0.44895291328430176,941
0.45522594451904297,941
0.46172308921813965,941
0.4676530361175537,941
0.47362804412841797,941
0.4796111583709717,941
0.48553895950317383,941
0.4914999008178711,941
0.4974498748779297,941
0.5033559799194336,941
0.5092792510986328,941
0.5151882171630859,941
0.5210971832275391,941
0.5270061492919922,941
0.5329439640045166,942
0.5388572216033936,941
0.5447690486907959,941
0.5507020950317383,941
0.5566480159759521,941
0.5625901222229004,941
0.5684881210327148,941
0.5744049549102783,941
0.5803050994873047,941
0.5862491130828857,941
0.5921370983123779,941
0.5980520248413086,941
0.6039609909057617,941
0.6098949909210205,941
0.6158261299133301,941
0.6220688819885254,942
0.6279778480529785,942
0.6338999271392822,942
0.6398608684539795,942
0.6458122730255127,942
0.6517679691314697,942
0.6577320098876953,942
0.6636390686035156,942
0.6695761680603027,894
0.6755518913269043,613
0.681535005569458,593
0.6874949932098389,635
0.6934969425201416,637
0.6995291709899902,646
0.7055079936981201,657
0.7114551067352295,664
0.7174439430236816,710
0.7233901023864746,911
0.7293968200683594,831
0.7353599071502686,706
0.7413458824157715,605
0.7473571300506592,587
0.7533149719238281,597
0.7592899799346924,573
0.765235185623169,569
0.7712061405181885,577
0.7772042751312256,576
0.7831919193267822,586
0.7891619205474854,569
0.7951321601867676,566
0.801131010055542,571
0.8071131706237793,583
0.8130979537963867,601
0.8190939426422119,701
0.8257021903991699,791
0.8318381309509277,757
0.837893009185791,610
0.8439369201660156,582
0.8499360084533691,585
0.8559672832489014,586
0.8619639873504639,592
0.8679640293121338,589
0.8739550113677979,580
0.87996506690979,581
0.8859529495239258,577
0.8919568061828613,577
0.8979270458221436,575
0.9039011001586914,573
0.9099471569061279,574
0.915916919708252,573
0.9218950271606445,577
0.9278531074523926,573
0.9338600635528564,591
0.9398388862609863,590
0.9458260536193848,588
0.9517731666564941,586
0.9577720165252686,578
0.9637558460235596,613
0.9697160720825195,631
0.975693941116333,702
0.981713056564331,691
0.9876689910888672,625
